folder,file,oblast,area-m2
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR08,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Dnipropetrovs'k,102790398.12884977
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Kharkiv,377482356.40902233
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Kherson,252104989.22926724
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Luhans'k,75844544.35122804
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Mykolayiv,532722963.50348336
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR09,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Dnipropetrovs'k,102790398.12884977
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Donets'k,11899937.514826603
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Kharkiv,623568510.5533679
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Kherson,286354201.7997385
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Luhans'k,6543402.502881306
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Mykolayiv,532722963.50348336
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR20,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Dnipropetrovs'k,102790398.12884977
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Donets'k,11899937.514826603
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Kharkiv,623568510.5533679
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Kherson,286354201.7997385
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Luhans'k,6543402.502881306
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Mykolayiv,532722963.50348336
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR21,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Dnipropetrovs'k,102790398.12884977
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Kharkiv,623568510.5533679
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Kherson,286354201.7997385
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Luhans'k,6543402.502881306
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Mykolayiv,532722963.50348336
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesAPR22,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Dnipropetrovs'k,82372811.34396271
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Kharkiv,406043465.74147666
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Kherson,226880730.35614714
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Luhans'k,75844544.35122804
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Mykolayiv,532722963.50348336
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesARP07,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Kharkiv,1463407106.6118743
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY09,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY10,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY10,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY10,Kharkiv,1545498049.6383274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY10,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY10,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY10,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY11,Dnipropetrovs'k,161547904.58748043
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY11,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY11,Kharkiv,1545498049.6383274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY11,Kherson,327003869.00676084
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY11,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY11,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY12,Dnipropetrovs'k,161547904.58748043
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY12,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY12,Kharkiv,1545498049.6383274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY12,Kherson,320139819.32431334
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY12,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounterOffensivesMAY12,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Dnipropetrovs'k,102790398.12884977
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Kharkiv,398456153.09063476
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Kherson,286354201.7997385
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Luhans'k,75844544.35122804
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Mykolayiv,532722963.50348336
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveAPR14,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR19,Kharkiv,288096786.33529913
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR19,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR19,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR21,Kharkiv,288096786.33529913
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR21,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR21,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR22,Kharkiv,288096786.33529913
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR22,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR22,Kiev,24975880.682131417
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR22,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR23,Kharkiv,288096786.33529913
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR23,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR23,Kiev,577152585.2988983
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR23,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR30,Chernihiv,7143753.049423218
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR30,Kharkiv,322235984.1622341
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR30,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR30,Kiev City,74636.70137109408
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR30,Kiev,902014377.6323694
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR30,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR30,Sumy,160960283.21164343
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Chernihiv,118352455.85406719
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Dnipropetrovs'k,9723990.280144824
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Kharkiv,322235984.1622341
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Kherson,87884152.509757
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Kiev City,74636.70137109408
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Kiev,1147384590.803467
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Mykolayiv,528747366.96467626
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Sumy,271958613.53292936
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensiveMAR31,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Dnipropetrovs'k,102790398.12884977
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Kharkiv,377482356.40902233
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Kherson,260200127.2119518
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Luhans'k,75844544.35122804
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Mykolayiv,532722963.50348336
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR10,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR11,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesAPR11,Dnipropetrovs'k,102790398.12884977
