folder,file,oblast,area-m2
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN20,Donets'k,27988361.586524766
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN20,Kharkiv,2045384691.213011
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN20,Kherson,794248914.1029875
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN20,Mykolayiv,907945284.9088328
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN20,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN21,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN21,Donets'k,44322914.09125561
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN21,Kharkiv,2045384691.213011
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN21,Kherson,733744155.1061101
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN21,Mykolayiv,875922233.5533743
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN21,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN22,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN22,Donets'k,44322914.09125561
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN22,Kharkiv,2035126207.9439204
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN22,Kherson,759893638.4400964
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN22,Mykolayiv,873829078.8440213
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN22,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN23,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN23,Donets'k,41976720.72318585
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN23,Kharkiv,2034163741.950005
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN23,Kherson,738752611.1412239
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN23,Mykolayiv,873419721.9616607
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN23,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN24,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN24,Donets'k,115119663.75942601
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN24,Kharkiv,2026295571.3868806
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN24,Kherson,738752611.1412239
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN24,Mykolayiv,873419721.9616607
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN24,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN25,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN25,Donets'k,115119663.75942601
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN25,Kharkiv,2026295571.3868806
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN25,Kherson,743755060.1513754
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN25,Mykolayiv,873419721.9616607
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN25,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN26,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN26,Donets'k,115119663.75942601
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN26,Kharkiv,2026295571.3868806
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN26,Kherson,743755060.1513754
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN26,Mykolayiv,873419721.9616607
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN26,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN27,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN27,Donets'k,129560216.68118416
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN27,Kharkiv,2026295571.3868806
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN27,Kherson,743755060.1513754
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN27,Mykolayiv,873419721.9616607
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN27,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN28,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN28,Donets'k,129560216.68118416
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN28,Kharkiv,2107520260.4797513
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN28,Kherson,758335662.1778027
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN28,Mykolayiv,910519307.3398552
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN28,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN29,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN29,Donets'k,124727227.06023341
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN29,Kharkiv,2107520260.4797513
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN29,Kherson,758335662.1778027
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN29,Mykolayiv,910519307.3398552
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN29,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN30,Dnipropetrovs'k,217436665.9821439
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN30,Donets'k,124727227.06023341
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN30,Kharkiv,2090630166.2543876
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN30,Kherson,758335662.1778027
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN30,Mykolayiv,910519307.3398552
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN30,Odessa,185959.64438207744
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesJUN30,Zaporizhzhya,72534874.43926075
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR10,Kharkiv,314722678.45209587
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR11,Kharkiv,314722678.45209587
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR12,Kharkiv,314722678.45209587
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR13,Kharkiv,314722678.45209587
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR15,Kharkiv,314722678.45209587
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR18,Kharkiv,288096786.33529913
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR18,Kherson,49081090.93717344
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR18,Mykolayiv,383589576.8111402
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR24,Kharkiv,288096786.33529913
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR24,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR24,Kiev,577152585.2988983
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR24,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR25,Chernihiv,7143753.049423218
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR25,Kharkiv,288096786.33529913
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR25,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR25,Kiev,836178080.033277
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR25,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR26,Chernihiv,7143753.049423218
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR26,Kharkiv,299198615.7068542
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR26,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR26,Kiev,836178080.033277
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR26,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR27,Chernihiv,7143753.049423218
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR27,Kharkiv,313338587.59306675
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR27,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR27,Kiev,845032835.9429132
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR27,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR27,Sumy,68851713.16123562
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR28,Chernihiv,7143753.049423218
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR28,Kharkiv,313338587.59306675
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR28,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR28,Kiev City,74636.70137109408
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR28,Kiev,888441734.4332377
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR28,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR28,Sumy,68851713.16123562
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR29,Chernihiv,7143753.049423218
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR29,Kharkiv,313338587.59306675
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR29,Kherson,41279559.24686274
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR29,Kiev City,74636.70137109408
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR29,Kiev,902014377.6323694
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR29,Mykolayiv,363559800.5610752
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR29,Sumy,160960283.21164343
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR5,Kharkiv,283762371.33180344
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR6,Kharkiv,283762371.33180344
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR7,Kharkiv,310388263.4486002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAR8,Kharkiv,310388263.4486002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Kharkiv,891917927.2949799
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY01,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Kharkiv,891917927.2949799
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY02,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Kharkiv,1217693129.267352
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY03,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Kharkiv,1217693129.267352
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY04,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Kharkiv,1217693129.267352
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY05,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Kharkiv,1443286840.631325
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY06,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Chernihiv,9827882969.035114
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Dnipropetrovs'k,150744775.27075353
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Donets'k,10076168.36955458
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Kharkiv,1443286840.631325
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Kherson,326971347.7122044
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Kiev City,12766554.64451098
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Kiev,7806781857.07409
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Mykolayiv,708958947.2793639
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Sumy,5980407022.663002
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Zaporizhzhya,50219820.04218756
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY08,Zhytomyr,2040023961.686123
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY15,Dnipropetrovs'k,161547904.5874772
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY15,Donets'k,10076168.369554853
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY15,Kharkiv,1699015037.6673992
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY15,Kherson,320139819.32431334
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY15,Mykolayiv,708958947.279418
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY15,Zaporizhzhya,50219820.04218535
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY17,Dnipropetrovs'k,161547904.5874772
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY17,Donets'k,10076168.369554853
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY17,Kharkiv,1699015037.6673992
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY17,Kherson,326313672.6450547
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY17,Mykolayiv,708958947.279418
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY17,Zaporizhzhya,50219820.04218535
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY18,Dnipropetrovs'k,161547904.5874772
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY18,Donets'k,10076168.369554853
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY18,Kharkiv,1720625627.0180316
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY18,Kherson,326313672.6450547
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY18,Mykolayiv,708958947.279418
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY18,Zaporizhzhya,50219820.04218535
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY20,Dnipropetrovs'k,161547904.5874772
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY20,Donets'k,10076168.369554853
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY20,Kharkiv,1725261721.4813318
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY20,Kherson,326313672.6450547
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY20,Mykolayiv,708958947.279418
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY20,Zaporizhzhya,50219820.04218535
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY21,Dnipropetrovs'k,161547904.5874772
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY21,Donets'k,10076168.369554853
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY21,Kharkiv,1725261721.4813318
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY21,Kherson,326313672.6450547
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY21,Mykolayiv,708958947.279418
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY21,Zaporizhzhya,50219820.04218535
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY22,Dnipropetrovs'k,161547904.5874772
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY22,Donets'k,10076168.369554853
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY22,Kharkiv,1712686184.1178577
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY22,Kherson,326313672.6450547
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY22,Mykolayiv,708958947.279418
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY22,Zaporizhzhya,50219820.04218535
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY23,Dnipropetrovs'k,164630448.65506074
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY23,Donets'k,10076168.369554853
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY23,Kharkiv,1712686184.1178577
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY23,Kherson,358117299.3935838
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY23,Mykolayiv,708958947.2794168
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY23,Zaporizhzhya,50219820.04218535
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY24,Dnipropetrovs'k,164630448.65506074
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY24,Donets'k,10076168.369554853
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY24,Kharkiv,1712686184.1178577
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY24,Kherson,358117299.3935838
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY24,Mykolayiv,708958947.2794168
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY24,Zaporizhzhya,50219820.04218535
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY25,Dnipropetrovs'k,164630448.65506074
Claimed_Ukrainian_Counteroffensives,ClaimedUkrainianCounteroffensivesMAY25,Donets'k,17924351.39121469
